customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_total,rfm_segment
CUST_008470,3,7,4973.65,5,2,2,9,Potential Loyalists
CUST_008471,28,10,11290.26,4,4,5,13,Champions
CUST_008472,4,12,16245.789999999999,5,5,5,15,Champions
CUST_008473,11,14,10227.9,5,5,5,15,Champions
CUST_008474,35,14,8483.72,3,5,4,12,Loyal Customers
CUST_008475,103,6,3797.9799999999996,1,2,1,4,Lost
CUST_008476,130,7,6899.9400000000005,1,2,3,6,Lost
CUST_008477,92,3,3079.0899999999997,2,1,1,4,Lost
CUST_008478,33,6,2945.88,3,2,1,6,Promising
CUST_008479,9,6,6001.72,5,2,3,10,Loyal Customers
CUST_008480,24,10,11302.39,4,4,5,13,Champions
CUST_008481,52,12,3859.58,3,5,1,9,Need Attention
CUST_008482,48,6,5159.7,3,2,2,7,Promising
CUST_008483,2,9,6084.389999999999,5,4,3,12,Loyal Customers
CUST_008484,34,7,2843.83,3,2,1,6,Promising
CUST_008485,36,10,8459.08,3,4,4,11,Loyal Customers
CUST_008486,9,11,8967.83,5,5,4,14,Champions
CUST_008487,8,8,3154.5299999999997,5,3,1,9,Potential Loyalists
CUST_008488,7,6,7110.53,5,2,3,10,Loyal Customers
CUST_008489,109,8,2563.34,1,3,1,5,Lost
CUST_008490,16,6,5684.21,4,2,2,8,Promising
CUST_008491,80,7,3757.41,2,2,1,5,Lost
CUST_008492,211,7,3388.83,1,2,1,4,Lost
CUST_008493,14,12,8811.83,4,5,4,13,Champions
CUST_008494,74,8,4245.32,2,3,2,7,Cannot Lose Them
CUST_008495,8,13,11133.94,5,5,5,15,Champions
CUST_008496,45,11,8972.45,3,5,4,12,Loyal Customers
CUST_008497,58,6,1625.91,2,2,1,5,Lost
CUST_008498,6,8,8882.95,5,3,4,12,Loyal Customers
CUST_008499,34,8,7681.7,3,3,4,10,Loyal Customers
CUST_008500,59,5,1921.19,2,1,1,4,Lost
CUST_008501,86,8,9562.349999999999,2,3,4,9,At Risk
CUST_008502,97,10,9879.02,1,4,4,9,At Risk
CUST_008503,132,8,5833.11,1,3,2,6,Lost
CUST_008504,20,5,10292.16,4,1,5,10,Loyal Customers
CUST_008505,202,10,5398.13,1,4,2,7,Cannot Lose Them
CUST_008506,0,8,4218.76,5,3,2,10,Loyal Customers
CUST_008507,55,8,5558.59,2,3,2,7,Cannot Lose Them
CUST_008508,26,4,2949.79,4,1,1,6,Promising
CUST_008509,84,10,5833.6900000000005,2,4,2,8,Cannot Lose Them
CUST_008510,1,6,4785.86,5,2,2,9,Potential Loyalists
CUST_008511,43,9,7862.17,3,4,4,11,Loyal Customers
CUST_008512,55,8,9950.4,2,3,4,9,At Risk
CUST_008513,11,7,5902.9400000000005,5,2,3,10,Loyal Customers
CUST_008514,133,3,2919.0699999999997,1,1,1,3,Lost
CUST_008515,17,10,10308.49,4,4,5,13,Champions
CUST_008516,69,9,5352.780000000001,2,4,2,8,Cannot Lose Them
CUST_008517,55,5,3533.9,2,1,1,4,Lost
CUST_008518,25,13,10937.68,4,5,5,14,Champions
CUST_008519,9,5,6562.15,5,1,3,9,Potential Loyalists
CUST_008520,35,11,6507.28,3,5,3,11,Loyal Customers
CUST_008521,3,12,10520.69,5,5,5,15,Champions
CUST_008522,34,6,4955.54,3,2,2,7,Promising
CUST_008523,42,8,7942.79,3,3,4,10,Loyal Customers
CUST_008524,372,10,15379.26,1,4,5,10,At Risk
CUST_008525,40,7,6128.719999999999,3,2,3,8,Promising
CUST_008526,120,5,3582.0499999999997,1,1,1,3,Lost
CUST_008527,56,8,6369.44,2,3,3,8,Cannot Lose Them
CUST_008528,20,4,932.3399999999999,4,1,1,6,Promising
CUST_008529,29,10,8476.33,4,4,4,12,Loyal Customers
CUST_008530,265,5,730.25,1,1,1,3,Lost
CUST_008531,39,9,9203.09,3,4,4,11,Loyal Customers
CUST_008532,145,5,6959.610000000001,1,1,3,5,Lost
CUST_008533,100,7,4688.9400000000005,1,2,2,5,Lost
CUST_008534,13,10,7450.83,5,4,3,12,Loyal Customers
CUST_008535,2,7,7191.15,5,2,3,10,Loyal Customers
CUST_008536,10,5,7678.150000000001,5,1,4,10,Loyal Customers
CUST_008537,5,13,7700.21,5,5,4,14,Champions
CUST_008538,27,7,4862.31,4,2,2,8,Promising
CUST_008539,19,13,11845.92,4,5,5,14,Champions
CUST_008540,48,8,7595.639999999999,3,3,3,9,Need Attention
CUST_008541,1,11,9177.289999999999,5,5,4,14,Champions
CUST_008542,62,6,3273.17,2,2,1,5,Lost
CUST_008543,67,11,14920.77,2,5,5,12,At Risk
CUST_008544,27,16,9816.31,4,5,4,13,Champions
CUST_008545,2,11,10808.41,5,5,5,15,Champions
CUST_008546,80,6,3610.55,2,2,1,5,Lost
CUST_008547,8,9,1481.0,5,4,1,10,Loyal Customers
CUST_008548,55,5,3008.05,2,1,1,4,Lost
CUST_008549,93,9,12292.36,2,4,5,11,At Risk
CUST_008550,11,20,12964.55,5,5,5,15,Champions
CUST_008551,32,4,3314.33,3,1,1,5,Promising
CUST_008552,29,8,5249.34,4,3,2,9,Potential Loyalists
CUST_008553,9,10,7419.95,5,4,3,12,Loyal Customers
CUST_008554,6,8,7548.110000000001,5,3,3,11,Loyal Customers
CUST_008555,191,2,327.59000000000003,1,1,1,3,Lost
CUST_008556,183,3,1004.59,1,1,1,3,Lost
CUST_008557,121,11,6795.6,1,5,3,9,At Risk
CUST_008558,36,7,4873.29,3,2,2,7,Promising
CUST_008559,42,16,12673.8,3,5,5,13,Champions
CUST_008560,205,8,6647.61,1,3,3,7,Cannot Lose Them
CUST_008561,90,9,6739.070000000001,2,4,3,9,At Risk
CUST_008562,7,5,3944.11,5,1,1,7,New Customers
CUST_008563,196,10,8270.32,1,4,4,9,At Risk
CUST_008564,30,13,14770.0,4,5,5,14,Champions
CUST_008565,61,9,4532.71,2,4,2,8,Cannot Lose Them
CUST_008566,32,7,6749.07,3,2,3,8,Promising
CUST_008567,24,9,5826.74,4,4,2,10,Loyal Customers
CUST_008568,18,6,4557.34,4,2,2,8,Promising
CUST_008569,46,12,10141.87,3,5,5,13,Champions
CUST_008570,36,8,7029.2,3,3,3,9,Need Attention
CUST_008571,43,7,3625.29,3,2,1,6,Promising
CUST_008572,95,7,3110.86,1,2,1,4,Lost
CUST_008573,180,10,5690.12,1,4,2,7,Cannot Lose Them
CUST_008574,9,8,9114.96,5,3,4,12,Loyal Customers
CUST_008575,26,12,12549.69,4,5,5,14,Champions
CUST_008576,61,12,11710.9,2,5,5,12,At Risk
CUST_008577,33,4,778.1200000000001,3,1,1,5,Promising
CUST_008578,51,4,4138.98,3,1,2,6,Promising
CUST_008579,60,7,9579.19,2,2,4,8,Cannot Lose Them
CUST_008580,60,10,9574.74,2,4,4,10,At Risk
CUST_008581,52,13,6588.389999999999,3,5,3,11,Loyal Customers
CUST_008582,5,4,1193.51,5,1,1,7,New Customers
CUST_008583,180,6,6155.06,1,2,3,6,Lost
CUST_008584,43,8,10066.22,3,3,4,10,Loyal Customers
CUST_008585,51,8,10504.51,3,3,5,11,Loyal Customers
CUST_008586,66,6,6585.860000000001,2,2,3,7,Cannot Lose Them
CUST_008587,44,10,10517.61,3,4,5,12,Loyal Customers
CUST_008588,84,6,8036.27,2,2,4,8,Cannot Lose Them
CUST_008589,54,6,2362.75,2,2,1,5,Lost
CUST_008590,35,12,6286.5,3,5,3,11,Loyal Customers
CUST_008591,75,11,6651.76,2,5,3,10,At Risk
CUST_008592,26,16,11315.69,4,5,5,14,Champions
CUST_008593,36,8,6288.03,3,3,3,9,Need Attention
CUST_008594,90,6,5521.4400000000005,2,2,2,6,Lost
CUST_008595,29,4,1451.88,4,1,1,6,Promising
CUST_008596,41,6,6885.01,3,2,3,8,Promising
CUST_008597,3,11,4261.6,5,5,2,12,Loyal Customers
CUST_008598,214,4,6933.5,1,1,3,5,Lost
CUST_008599,314,7,7146.91,1,2,3,6,Lost
CUST_008600,55,9,8498.31,2,4,4,10,At Risk
CUST_008601,95,5,4264.79,1,1,2,4,Lost
CUST_008602,34,10,10907.27,3,4,5,12,Loyal Customers
CUST_008603,6,11,9566.61,5,5,4,14,Champions
CUST_008604,48,9,3417.08,3,4,1,8,Need Attention
CUST_008605,62,10,7264.65,2,4,3,9,At Risk
CUST_008606,120,3,1091.53,1,1,1,3,Lost
CUST_008607,30,10,5407.9,4,4,2,10,Loyal Customers
CUST_008608,21,10,7025.26,4,4,3,11,Loyal Customers
CUST_008609,13,7,6548.85,5,2,3,10,Loyal Customers
CUST_008610,18,9,7083.679999999999,4,4,3,11,Loyal Customers
CUST_008611,1,10,9449.039999999999,5,4,4,13,Champions
CUST_008612,0,6,1666.94,5,2,1,8,Promising
CUST_008613,43,7,3860.4100000000003,3,2,1,6,Promising
CUST_008614,22,12,10573.11,4,5,5,14,Champions
CUST_008615,9,8,7864.65,5,3,4,12,Loyal Customers
CUST_008616,137,9,5894.84,1,4,3,8,Cannot Lose Them
CUST_008617,45,14,18495.89,3,5,5,13,Champions
CUST_008618,44,8,9772.869999999999,3,3,4,10,Loyal Customers
CUST_008619,136,8,11774.18,1,3,5,9,At Risk
CUST_008620,138,8,6154.7,1,3,3,7,Cannot Lose Them
CUST_008621,16,11,4126.14,4,5,2,11,Loyal Customers
CUST_008622,29,12,5297.07,4,5,2,11,Loyal Customers
CUST_008623,14,13,9151.42,4,5,4,13,Champions
CUST_008624,33,7,6688.6,3,2,3,8,Promising
CUST_008625,65,10,7476.6900000000005,2,4,3,9,At Risk
CUST_008626,35,12,12535.37,3,5,5,13,Champions
CUST_008627,15,7,6523.860000000001,4,2,3,9,Potential Loyalists
CUST_008628,35,5,4294.98,3,1,2,6,Promising
CUST_008629,13,9,3170.44,5,4,1,10,Loyal Customers
CUST_008630,11,6,5358.19,5,2,2,9,Potential Loyalists
CUST_008631,47,5,4275.889999999999,3,1,2,6,Promising
CUST_008632,78,6,4921.89,2,2,2,6,Lost
CUST_008633,109,9,4680.17,1,4,2,7,Cannot Lose Them
CUST_008634,78,11,9793.31,2,5,4,11,At Risk
CUST_008635,83,10,10590.11,2,4,5,11,At Risk
CUST_008636,6,6,5384.34,5,2,2,9,Potential Loyalists
CUST_008637,19,7,6575.91,4,2,3,9,Potential Loyalists
CUST_008638,34,8,6716.15,3,3,3,9,Need Attention
CUST_008639,199,6,2069.49,1,2,1,4,Lost
CUST_008640,82,11,6882.42,2,5,3,10,At Risk
CUST_008641,2,10,7157.66,5,4,3,12,Loyal Customers
CUST_008642,80,8,4315.96,2,3,2,7,Cannot Lose Them
CUST_008643,331,6,4630.76,1,2,2,5,Lost
CUST_008644,84,8,4214.79,2,3,2,7,Cannot Lose Them
CUST_008645,152,8,10072.39,1,3,5,9,At Risk
CUST_008646,28,12,10418.73,4,5,5,14,Champions
CUST_008647,58,5,6650.39,2,1,3,6,Lost
CUST_008648,25,11,7300.69,4,5,3,12,Loyal Customers
CUST_008649,43,5,4903.54,3,1,2,6,Promising
CUST_008650,90,7,5112.16,2,2,2,6,Lost
CUST_008651,52,5,5451.7699999999995,3,1,2,6,Promising
CUST_008652,45,8,4624.45,3,3,2,8,Need Attention
CUST_008653,41,5,3643.94,3,1,1,5,Promising
CUST_008654,4,12,7728.23,5,5,4,14,Champions
CUST_008655,4,11,9618.88,5,5,4,14,Champions
CUST_008656,3,16,7970.85,5,5,4,14,Champions
CUST_008657,46,9,11734.44,3,4,5,12,Loyal Customers
CUST_008658,7,9,13248.45,5,4,5,14,Champions
CUST_008659,41,9,6813.29,3,4,3,10,Loyal Customers
CUST_008660,72,8,4733.64,2,3,2,7,Cannot Lose Them
CUST_008661,103,11,14603.7,1,5,5,11,At Risk
CUST_008662,74,10,13549.82,2,4,5,11,At Risk
CUST_008663,3,15,7790.95,5,5,4,14,Champions
CUST_008664,9,8,5374.78,5,3,2,10,Loyal Customers
CUST_008665,0,9,7491.57,5,4,3,12,Loyal Customers
CUST_008666,60,14,11018.75,2,5,5,12,At Risk
CUST_008667,97,19,15804.59,1,5,5,11,At Risk
CUST_008668,7,11,11260.36,5,5,5,15,Champions
CUST_008669,19,7,5755.45,4,2,2,8,Promising
CUST_008670,109,6,2524.36,1,2,1,4,Lost
CUST_008671,180,10,10195.62,1,4,5,10,At Risk
CUST_008672,46,8,4147.099999999999,3,3,2,8,Need Attention
CUST_008673,15,6,1873.07,4,2,1,7,Promising
CUST_008674,11,12,13205.61,5,5,5,15,Champions
CUST_008675,16,7,3593.52,4,2,1,7,Promising
CUST_008676,26,10,9781.300000000001,4,4,4,12,Loyal Customers
CUST_008677,7,11,4804.22,5,5,2,12,Loyal Customers
CUST_008678,48,11,10332.630000000001,3,5,5,13,Champions
CUST_008679,254,4,5673.1900000000005,1,1,2,4,Lost
CUST_008680,15,6,10175.05,4,2,5,11,Loyal Customers
CUST_008681,123,7,3799.46,1,2,1,4,Lost
CUST_008682,115,9,9056.1,1,4,4,9,At Risk
CUST_008683,17,13,11366.56,4,5,5,14,Champions
CUST_008684,115,12,14272.56,1,5,5,11,At Risk
CUST_008685,7,7,3799.1000000000004,5,2,1,8,Promising
CUST_008686,80,8,9953.75,2,3,4,9,At Risk
CUST_008687,7,6,4400.04,5,2,2,9,Potential Loyalists
CUST_008688,0,8,1181.7,5,3,1,9,Potential Loyalists
CUST_008689,42,4,8264.83,3,1,4,8,Promising
CUST_008690,131,8,7103.22,1,3,3,7,Cannot Lose Them
CUST_008691,42,11,3360.15,3,5,1,9,Need Attention
CUST_008692,13,6,4138.13,5,2,2,9,Potential Loyalists
CUST_008693,19,7,9317.38,4,2,4,10,Loyal Customers
CUST_008694,76,8,4719.99,2,3,2,7,Cannot Lose Them
CUST_008695,5,7,2719.33,5,2,1,8,Promising
CUST_008696,7,9,6235.349999999999,5,4,3,12,Loyal Customers
CUST_008697,133,10,11341.04,1,4,5,10,At Risk
CUST_008698,122,3,2609.93,1,1,1,3,Lost
CUST_008699,3,7,9978.56,5,2,4,11,Loyal Customers
CUST_008700,15,12,11911.81,4,5,5,14,Champions
CUST_008701,98,5,1780.38,1,1,1,3,Lost
CUST_008702,37,5,1605.27,3,1,1,5,Promising
CUST_008703,36,14,9664.890000000001,3,5,4,12,Loyal Customers
CUST_008704,30,6,6026.74,4,2,3,9,Potential Loyalists
CUST_008705,29,10,5160.28,4,4,2,10,Loyal Customers
CUST_008706,90,6,1939.95,2,2,1,5,Lost
CUST_008707,50,5,2316.37,3,1,1,5,Promising
CUST_008708,106,7,3885.9,1,2,1,4,Lost
CUST_008709,21,9,3501.06,4,4,1,9,Potential Loyalists
CUST_008710,51,8,4756.64,3,3,2,8,Need Attention
CUST_008711,8,11,5787.88,5,5,2,12,Loyal Customers
CUST_008712,103,7,3050.2599999999998,1,2,1,4,Lost
CUST_008713,34,10,10216.29,3,4,5,12,Loyal Customers
CUST_008714,91,14,15380.81,2,5,5,12,At Risk
CUST_008715,21,11,9819.44,4,5,4,13,Champions
CUST_008716,17,10,10947.5,4,4,5,13,Champions
CUST_008717,18,12,7490.03,4,5,3,12,Loyal Customers
CUST_008718,10,13,12702.51,5,5,5,15,Champions
CUST_008719,12,10,8165.69,5,4,4,13,Champions
CUST_008720,34,8,7881.79,3,3,4,10,Loyal Customers
CUST_008721,37,14,8717.37,3,5,4,12,Loyal Customers
CUST_008722,206,6,2825.33,1,2,1,4,Lost
CUST_008723,45,8,9599.470000000001,3,3,4,10,Loyal Customers
CUST_008724,18,8,3677.0,4,3,1,8,Need Attention
CUST_008725,79,4,5241.32,2,1,2,5,Lost
CUST_008726,58,8,4050.8199999999997,2,3,2,7,Cannot Lose Them
CUST_008727,69,12,8750.779999999999,2,5,4,11,At Risk
CUST_008728,5,12,7273.91,5,5,3,13,Champions
CUST_008729,3,7,7372.02,5,2,3,10,Loyal Customers
CUST_008730,4,10,8444.26,5,4,4,13,Champions
CUST_008731,60,7,8363.88,2,2,4,8,Cannot Lose Them
CUST_008732,245,6,4671.389999999999,1,2,2,5,Lost
CUST_008733,51,11,6827.54,3,5,3,11,Loyal Customers
CUST_008734,51,9,6964.38,3,4,3,10,Loyal Customers
CUST_008735,8,11,6795.55,5,5,3,13,Champions
CUST_008736,54,14,12122.61,2,5,5,12,At Risk
CUST_008737,104,4,4494.719999999999,1,1,2,4,Lost
CUST_008738,7,10,5857.91,5,4,2,11,Loyal Customers
CUST_008739,24,7,5844.51,4,2,2,8,Promising
CUST_008740,40,5,6357.49,3,1,3,7,Promising
CUST_008741,5,13,12839.09,5,5,5,15,Champions
CUST_008742,0,15,14299.119999999999,5,5,5,15,Champions
CUST_008743,17,9,5592.8099999999995,4,4,2,10,Loyal Customers
CUST_008744,85,10,8276.11,2,4,4,10,At Risk
CUST_008745,2,10,15358.939999999999,5,4,5,14,Champions
CUST_008746,34,4,1501.7,3,1,1,5,Promising
CUST_008747,51,7,4389.74,3,2,2,7,Promising
CUST_008748,125,8,4936.32,1,3,2,6,Lost
CUST_008749,233,4,6637.45,1,1,3,5,Lost
CUST_008750,69,7,5912.5599999999995,2,2,3,7,Cannot Lose Them
CUST_008751,14,12,10020.789999999999,4,5,4,13,Champions
CUST_008752,83,2,1507.22,2,1,1,4,Lost
CUST_008753,30,7,3945.5299999999997,4,2,1,7,Promising
CUST_008754,37,11,11366.74,3,5,5,13,Champions
CUST_008755,18,5,6805.73,4,1,3,8,Promising
CUST_008756,0,11,6292.51,5,5,3,13,Champions
CUST_008757,90,5,6107.92,2,1,3,6,Lost
CUST_008758,2,10,9221.17,5,4,4,13,Champions
CUST_008759,30,12,9731.6,4,5,4,13,Champions
CUST_008760,15,4,6279.79,4,1,3,8,Promising
CUST_008761,11,6,6122.91,5,2,3,10,Loyal Customers
CUST_008762,4,14,4777.54,5,5,2,12,Loyal Customers
CUST_008763,8,12,4230.21,5,5,2,12,Loyal Customers
CUST_008764,33,16,9165.06,3,5,4,12,Loyal Customers
CUST_008765,23,9,7528.77,4,4,3,11,Loyal Customers
CUST_008766,45,8,2560.27,3,3,1,7,Need Attention
CUST_008767,17,7,7919.07,4,2,4,10,Loyal Customers
CUST_008768,57,2,1193.29,2,1,1,4,Lost
CUST_008769,0,14,13711.28,5,5,5,15,Champions
CUST_008770,132,7,5202.0199999999995,1,2,2,5,Lost
CUST_008771,39,6,3357.01,3,2,1,6,Promising
CUST_008772,20,11,15921.93,4,5,5,14,Champions
CUST_008773,65,6,4483.009999999999,2,2,2,6,Lost
CUST_008774,96,7,4247.35,1,2,2,5,Lost
CUST_008775,11,10,7507.56,5,4,3,12,Loyal Customers
CUST_008776,15,6,2023.04,4,2,1,7,Promising
CUST_008777,6,10,8297.95,5,4,4,13,Champions
CUST_008778,4,12,19082.41,5,5,5,15,Champions
CUST_008779,21,10,7490.57,4,4,3,11,Loyal Customers
CUST_008780,2,4,6094.11,5,1,3,9,Potential Loyalists
CUST_008781,1,7,10498.63,5,2,5,12,Loyal Customers
CUST_008782,4,14,19807.7,5,5,5,15,Champions
CUST_008783,118,8,5343.74,1,3,2,6,Lost
CUST_008784,24,8,6786.25,4,3,3,10,Loyal Customers
CUST_008785,49,5,1809.0900000000001,3,1,1,5,Promising
CUST_008786,207,5,1277.68,1,1,1,3,Lost
CUST_008787,43,8,7864.97,3,3,4,10,Loyal Customers
CUST_008788,62,9,10451.11,2,4,5,11,At Risk
CUST_008789,39,8,5027.49,3,3,2,8,Need Attention
CUST_008790,224,6,7419.959999999999,1,2,3,6,Lost
CUST_008791,42,9,1971.2,3,4,1,8,Need Attention
CUST_008792,20,7,3277.07,4,2,1,7,Promising
CUST_008793,159,6,2961.02,1,2,1,4,Lost
CUST_008794,119,9,3420.38,1,4,1,6,Lost
CUST_008795,72,7,3587.94,2,2,1,5,Lost
CUST_008796,258,8,9294.48,1,3,4,8,Cannot Lose Them
CUST_008797,21,8,7538.7300000000005,4,3,3,10,Loyal Customers
CUST_008798,47,6,6903.9400000000005,3,2,3,8,Promising
CUST_008799,38,15,9360.13,3,5,4,12,Loyal Customers
CUST_008800,10,6,2869.69,5,2,1,8,Promising
CUST_008801,151,4,4383.89,1,1,2,4,Lost
CUST_008802,68,3,381.42,2,1,1,4,Lost
CUST_008803,15,11,7726.94,4,5,4,13,Champions
CUST_008804,7,10,4049.45,5,4,2,11,Loyal Customers
CUST_008805,16,14,9502.91,4,5,4,13,Champions
CUST_008806,18,12,11524.22,4,5,5,14,Champions
CUST_008807,38,3,2788.73,3,1,1,5,Promising
CUST_008808,105,11,5778.01,1,5,2,8,Cannot Lose Them
CUST_008809,312,4,3565.73,1,1,1,3,Lost
CUST_008810,45,5,791.44,3,1,1,5,Promising
CUST_008811,15,11,12002.199999999999,4,5,5,14,Champions
CUST_008812,182,5,2805.98,1,1,1,3,Lost
CUST_008813,186,7,7926.960000000001,1,2,4,7,Cannot Lose Them
CUST_008814,6,7,6952.26,5,2,3,10,Loyal Customers
CUST_008815,95,3,1862.21,1,1,1,3,Lost
CUST_008816,14,8,6109.049999999999,4,3,3,10,Loyal Customers
CUST_008817,3,6,2016.87,5,2,1,8,Promising
CUST_008818,61,9,6135.849999999999,2,4,3,9,At Risk
CUST_008819,44,12,11638.36,3,5,5,13,Champions
CUST_008820,78,7,7810.24,2,2,4,8,Cannot Lose Them
CUST_008821,27,8,7949.21,4,3,4,11,Loyal Customers
CUST_008822,6,10,8809.61,5,4,4,13,Champions
CUST_008823,6,9,9345.470000000001,5,4,4,13,Champions
CUST_008824,106,7,4227.65,1,2,2,5,Lost
CUST_008825,32,11,7372.1,3,5,3,11,Loyal Customers
CUST_008826,10,11,7893.77,5,5,4,14,Champions
CUST_008827,24,7,6707.68,4,2,3,9,Potential Loyalists
CUST_008828,97,9,5734.71,1,4,2,7,Cannot Lose Them
CUST_008829,4,5,3855.0099999999998,5,1,1,7,New Customers
CUST_008830,11,12,7002.7,5,5,3,13,Champions
CUST_008831,48,7,8476.01,3,2,4,9,Promising
CUST_008832,51,10,15455.06,3,4,5,12,Loyal Customers
CUST_008833,41,10,9474.31,3,4,4,11,Loyal Customers
CUST_008834,20,8,6855.719999999999,4,3,3,10,Loyal Customers
CUST_008835,21,10,8447.33,4,4,4,12,Loyal Customers
CUST_008836,65,9,8404.11,2,4,4,10,At Risk
CUST_008837,0,4,3339.8500000000004,5,1,1,7,New Customers
CUST_008838,49,5,3024.5600000000004,3,1,1,5,Promising
CUST_008839,85,8,1928.15,2,3,1,6,Lost
CUST_008840,105,6,7503.96,1,2,3,6,Lost
CUST_008841,3,7,6635.32,5,2,3,10,Loyal Customers
CUST_008842,301,3,6083.24,1,1,3,5,Lost
CUST_008843,29,9,10205.74,4,4,5,13,Champions
CUST_008844,94,8,11967.52,2,3,5,10,At Risk
CUST_008845,61,3,2129.0299999999997,2,1,1,4,Lost
CUST_008846,21,13,13311.51,4,5,5,14,Champions
CUST_008847,32,6,7041.12,3,2,3,8,Promising
CUST_008848,65,7,3619.52,2,2,1,5,Lost
CUST_008849,20,4,3159.23,4,1,1,6,Promising
CUST_008850,23,11,6710.17,4,5,3,12,Loyal Customers
CUST_008851,185,8,6176.599999999999,1,3,3,7,Cannot Lose Them
CUST_008852,25,12,6564.38,4,5,3,12,Loyal Customers
CUST_008853,18,11,7792.95,4,5,4,13,Champions
CUST_008854,24,10,10752.92,4,4,5,13,Champions
CUST_008855,17,8,5354.79,4,3,2,9,Potential Loyalists
CUST_008856,9,9,10376.63,5,4,5,14,Champions
CUST_008857,38,10,12491.38,3,4,5,12,Loyal Customers
CUST_008858,5,9,11318.619999999999,5,4,5,14,Champions
CUST_008859,70,10,12951.74,2,4,5,11,At Risk
CUST_008860,66,7,4639.58,2,2,2,6,Lost
CUST_008861,105,10,7728.74,1,4,4,9,At Risk
CUST_008862,25,6,4830.02,4,2,2,8,Promising
CUST_008863,25,9,7332.320000000001,4,4,3,11,Loyal Customers
CUST_008864,19,13,11520.23,4,5,5,14,Champions
CUST_008865,25,6,3782.24,4,2,1,7,Promising
CUST_008866,268,5,3293.33,1,1,1,3,Lost
CUST_008867,174,4,2608.2400000000002,1,1,1,3,Lost
CUST_008868,2,11,4030.11,5,5,2,12,Loyal Customers
CUST_008869,129,12,9797.17,1,5,4,10,At Risk
CUST_008870,69,9,6506.73,2,4,3,9,At Risk
CUST_008871,79,8,2124.58,2,3,1,6,Lost
CUST_008872,6,12,7668.53,5,5,3,13,Champions
CUST_008873,10,12,12902.97,5,5,5,15,Champions
CUST_008874,102,5,3142.26,1,1,1,3,Lost
CUST_008875,78,5,3661.62,2,1,1,4,Lost
CUST_008876,40,10,5916.37,3,4,3,10,Loyal Customers
CUST_008877,62,13,7920.27,2,5,4,11,At Risk
CUST_008878,68,17,14191.279999999999,2,5,5,12,At Risk
CUST_008879,27,14,15186.67,4,5,5,14,Champions
CUST_008880,84,10,7708.48,2,4,4,10,At Risk
CUST_008881,203,5,3933.9800000000005,1,1,1,3,Lost
CUST_008882,12,11,15305.14,5,5,5,15,Champions
CUST_008883,8,11,12207.1,5,5,5,15,Champions
CUST_008884,7,7,5176.82,5,2,2,9,Potential Loyalists
CUST_008885,105,10,10552.78,1,4,5,10,At Risk
CUST_008886,1,12,15535.21,5,5,5,15,Champions
CUST_008887,105,8,4698.62,1,3,2,6,Lost
CUST_008888,72,9,4622.24,2,4,2,8,Cannot Lose Them
CUST_008889,100,10,3446.91,1,4,1,6,Lost
CUST_008890,90,15,14440.34,2,5,5,12,At Risk
CUST_008891,53,11,13136.72,3,5,5,13,Champions
CUST_008892,26,11,8736.58,4,5,4,13,Champions
CUST_008893,24,11,9104.09,4,5,4,13,Champions
CUST_008894,27,12,13059.7,4,5,5,14,Champions
CUST_008895,37,7,9659.94,3,2,4,9,Promising
CUST_008896,32,12,8559.66,3,5,4,12,Loyal Customers
CUST_008897,52,7,8295.81,3,2,4,9,Promising
CUST_008898,58,4,6981.27,2,1,3,6,Lost
CUST_008899,49,11,9429.75,3,5,4,12,Loyal Customers
CUST_008900,13,7,6808.14,5,2,3,10,Loyal Customers
CUST_008901,6,7,4693.9,5,2,2,9,Potential Loyalists
CUST_008902,171,5,522.35,1,1,1,3,Lost
CUST_008903,53,8,7374.72,3,3,3,9,Need Attention
CUST_008904,250,7,5078.01,1,2,2,5,Lost
CUST_008905,9,6,7826.33,5,2,4,11,Loyal Customers
CUST_008906,108,7,7303.18,1,2,3,6,Lost
CUST_008907,16,11,9078.08,4,5,4,13,Champions
CUST_008908,9,6,4695.219999999999,5,2,2,9,Potential Loyalists
CUST_008909,66,8,4765.81,2,3,2,7,Cannot Lose Them
CUST_008910,20,11,8022.320000000001,4,5,4,13,Champions
CUST_008911,65,11,13048.25,2,5,5,12,At Risk
CUST_008912,24,6,4220.01,4,2,2,8,Promising
CUST_008913,72,7,8424.93,2,2,4,8,Cannot Lose Them
CUST_008914,44,6,6102.92,3,2,3,8,Promising
CUST_008915,38,9,13449.74,3,4,5,12,Loyal Customers
CUST_008916,56,13,10336.45,2,5,5,12,At Risk
CUST_008917,14,5,4180.52,4,1,2,7,Promising
CUST_008918,30,11,11785.9,4,5,5,14,Champions
CUST_008919,7,10,5999.11,5,4,3,12,Loyal Customers
CUST_008920,56,10,12199.44,2,4,5,11,At Risk
CUST_008921,48,6,1427.2,3,2,1,6,Promising
CUST_008922,80,5,4467.63,2,1,2,5,Lost
CUST_008923,13,11,8311.03,5,5,4,14,Champions
CUST_008924,15,11,12909.25,4,5,5,14,Champions
CUST_008925,44,4,3038.82,3,1,1,5,Promising
CUST_008926,274,2,417.02,1,1,1,3,Lost
CUST_008927,1,14,17501.2,5,5,5,15,Champions
CUST_008928,2,11,10399.3,5,5,5,15,Champions
CUST_008929,33,13,11485.91,3,5,5,13,Champions
CUST_008930,146,6,6316.36,1,2,3,6,Lost
